mcdi_id,mcdi,alt,grammar,incl_reason,source
177,sneaker,sniekie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
178,snowsuit,snowsuy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
178,snowsuit,snowtie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
179,sock,sockie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
179,sock,socky,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
180,sweater,sweatie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
180,sweater,sweaty,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
183,zipper,zipperie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
183,zipper,zippy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
184,ankle,anklie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
184,ankle,anky,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
185,arm,armie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
185,arm,armsy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
186,belly button,belly buttonie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
186,belly button,belly buttony,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
187,bottom,bottemy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
187,bottom,bottomie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
188,cheek,cheekie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
188,cheek,cheky,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
189,chin,chinnie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
189,chin,chinny,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
190,ear,earie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
190,ear,eary,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
191,eye,eye-y,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
191,eye,eyie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
192,face,facey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
192,face,facy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
193,finger,finger-y,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
193,finger,fingie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
194,foot,foote,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
194,foot,footie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
195,hair,hairie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
195,hair,hairy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
196,hand,handie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
196,hand,hundy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
197,head,headdy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
197,head,headie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
198,knee,kneeie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
198,knee,kneey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
199,leg,leggie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
199,leg,leggy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
200,bum,bummie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
200,bum,bummy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
201,mouth,mouthee,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
201,mouth,mouthy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
202,nose,nosey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
202,nose,nosie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
203,boo boo,boo booie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
203,boo boo,booboo,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
203,owie,owiew,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
203,owie,owiey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
205,shoulder,sholdie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
205,shoulder,shouldy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
206,toe,toey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
206,toe,toie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
207,tongue,tongie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
207,tongue,tongy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
208,tooth,toothie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
208,tooth,toothy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
209,tummy,tumie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
209,tummy,tummie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
210,vagina,vagie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
210,vagina,vagy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
211,basket,baskety,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
211,basket,baskie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
212,blanket,blankey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
212,blanket,blankie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
213,bottle,bottie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
213,bottle,botty,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
214,bowl,bowlie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
214,bowl,bowly,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
215,box,boxie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
215,box,bussy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
216,broom,brommie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
216,broom,brummy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
217,brush,brushy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
217,brush,brusie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
218,bucket,buckety,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
218,bucket,buckie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
219,camera,camerie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
219,camera,cammie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
220,can,canie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
220,can,cany,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
221,clock,clockie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
221,clock,cluckey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
222,comb,combie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
222,comb,comby,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
223,cup,cuppie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
224,dish,dishesy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
224,dish,dishy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
225,fork,forkie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
225,fork,fory,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
226,garbage,gabby,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
226,garbage,garbey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
229,hammer,hammie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
229,hammer,hummy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
230,jar,jarie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
230,jar,jary,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
232,knife,knifey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
232,knife,knifie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
233,lamp,lamie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
233,lamp,lampie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
234,light,lightie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
234,light,litey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
235,medicine,medicenie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
235,medicine,mediciny,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
236,money,moneie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
236,money,monny,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
237,mop,moppie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
237,mop,moppy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
238,nail,nalie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
238,nail,naylie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
239,napkin,napkie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
239,napkin,nappy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
240,paper,papie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
240,paper,papy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
241,penny,pennie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
241,penny,peny,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
242,picture,picie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
242,picture,picturie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
243,pillow,pillowie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
243,pillow,pilly,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
244,plant,plantie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
244,plant,plantiy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
245,plate,platie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
245,plate,platy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
246,purse,pursey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
246,purse,pursie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
247,radio,radie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
247,radio,radiy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
248,scissors,scissy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
249,soap,soapie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
249,soap,soapy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
250,spoon,spooeny,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
250,spoon,spoonie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
251,tape,tapey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
251,tape,tatie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
252,telephone,phoneie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
252,telephone,telephoney,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
252,telephone,telie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
253,kleenex,kleenie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
253,kleenex,kleeny,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
253,tissue,tissie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
253,tissue,tissy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
254,toothbrush,toothie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
254,toothbrush,toothy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
255,towel,towely,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
255,towel,towie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
256,trash,trashy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
256,trash,trassy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
257,tray,tratie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
257,tray,trayy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
258,vacuum,vacumy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
258,vacuum,vacy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
259,walker,walker-y,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
259,walker,walkie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
260,watch,wachie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
260,watch,watchy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
261,basement,basie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
261,basement,bassy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
262,bathroom,bathie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
262,bathroom,bathroomy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
263,bathtub,bathtubby,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
263,bathtub,tubie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
264,bed,beddy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
264,bed,bedie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
265,bedroom,beddy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
265,bedroom,bedroomy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
266,bench,benchie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
266,bench,bency,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
267,chair,chairie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
267,chair,chairy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
268,closet,closety,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
268,closet,closie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
269,couch,couchie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
269,couch,couchy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
270,crib,crabby,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
270,crib,cribie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
271,door,doorie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
271,door,dorie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
272,drawer,drawie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
272,drawer,drawy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
273,dryer,driey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
273,dryer,dryie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
274,garage,garagey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
274,garage,garrgie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
275,high chair,highie chair,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
275,high chair,highy chair,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
276,kitchen,kitcheiny,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
276,kitchen,kitchenie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
277,living room,living roomie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
277,living room,livvy roomy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
278,oven,ovvie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
278,oven,ovvy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
279,play pen,play penie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
279,play pen,play peny,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
280,porch,porchie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
280,porch,porchy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
281,potty,potie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
282,rocking chair,rockie chair,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
282,rocking chair,rocky chair,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
283,refrigerator,fridgey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
283,refrigerator,refriggie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
284,room,roomie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
284,room,roomy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
285,shower,showerie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
285,shower,showery,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
286,sink,sinkie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
286,sink,sinky,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
287,sofa,sofie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
287,sofa,suffy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
289,stove,stovie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
289,stove,stovy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
290,table,tabley,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
290,table,tablie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
291,tv,tvie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
291,tv,tvy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
292,window,windie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
292,window,windowy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
293,washing machine,washi machiney,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
293,washing machine,washie machine,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
293,washing machine,washing machie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
294,backyard,backie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
294,backyard,backy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
295,cloud,cloudie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
295,cloud,cloudy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
296,flag,flagey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
296,flag,flagie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
297,flower,floury,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
297,flower,flowrie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
298,garden,gardeny,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
298,garden,gardie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
300,hose,hosey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
300,hose,hosie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
301,ladder,laddee,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
301,ladder,laddery,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
302,lawn mower,lawnie mower,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
302,lawn mower,lawny mowvie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
303,moon,moonie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
303,moon,moony,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
304,pool,polly,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
304,pool,poolie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
305,rain,raine,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
305,rain,rainie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
306,rock,rockie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
306,rock,rokie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
307,roof,roofy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
307,roof,rooie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
308,sandbox,sandie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
308,sandbox,sandy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
309,shovel,shovely,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
309,shovel,shovie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
310,sidewalk,siddy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
310,sidewalk,sidie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
311,sky,skie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
312,slide,slie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
312,slide,slye,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
313,snow,snowie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
313,snow,snowy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
314,snowman,snowmie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
314,snowman,snowmnie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
314,snowman,snowyman,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
315,sprinkler,sprinklie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
315,sprinkler,sprinky,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
316,star,starie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
316,star,stary,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
317,stick,stickey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
317,stick,stickie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
318,stone,stoney,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
318,stone,stonie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
319,street,streetie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
319,street,streey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
320,sun,sunnie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
320,sun,sunny,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
321,swing,swinge,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
321,swing,swingy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
322,tree,treeie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
322,tree,treely,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
324,wind,windie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
324,wind,winy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
325,beach,beachie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
325,beach,beachy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
326,camping,campie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
326,camping,campy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
327,church,churchie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
327,church,churchy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
329,country,countrie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
